Series Name,Series Code,Country Name,Country Code,1990 [YR1990],2000 [YR2000],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Sao Tome and Principe,STP,11.061,9.054,5.669,5.509,5.364,5.232,5.111,5.002,4.908,4.828,4.761,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Saudi Arabia,SAU,4.913,3.691,3.441,3.422,3.41,3.407,3.412,3.426,3.446,3.472,3.505,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Senegal,SEN,11.335,10.752,7.013,6.753,6.522,6.319,6.141,5.985,5.845,5.716,5.596,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Serbia,SRB,..,13.8,14.2,14.2,14,14.2,14.6,14.3,14.8,14.6,14.6,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Seychelles,SYC,7.7,6.8,7.9,7.4,8,7.9,7.5,7.9,7.8,8.5,8.1,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Sierra Leone,SLE,25.386,23.594,14.597,14.008,13.483,13.025,12.63,12.294,12.003,11.745,11.512,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Singapore,SGP,4.7,4.5,4.5,4.5,4.6,4.7,4.8,4.8,5,5,5,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Sint Maarten (Dutch part),SXM,..,..,5.1,5.4,4.7,4.7,5.4,4.1,4.2,..,..,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Slovak Republic,SVK,10.3,9.8,9.6,9.7,9.6,9.5,9.9,9.6,9.9,10,9.8,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Slovenia,SVN,9.3,9.3,9.1,9.4,9.4,9.2,9.6,9.5,9.9,9.9,9.9,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Solomon Islands,SLB,6.779,5.561,4.672,4.592,4.516,4.444,4.38,4.326,4.284,4.252,4.232,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Somalia,SOM,19.554,15.489,12.601,12.331,12.06,11.793,11.534,11.289,11.062,10.855,10.669,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,South Africa,ZAF,8.082,12.107,11.483,10.918,10.43,10.044,9.769,9.599,9.498,9.435,9.398,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,South Sudan,SSD,20.795,16.075,11.669,11.399,11.171,10.983,10.826,10.694,10.574,10.459,10.342,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Spain,ESP,8.6,8.9,8.3,8.6,8.3,8.5,9.1,8.8,9.1,9.1,8.8,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Sri Lanka,LKA,6.5,6.89,6.076,6.135,6.204,6.282,6.368,6.459,6.554,6.651,6.75,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,St. Kitts and Nevis,KNA,..,..,..,..,..,8.1,..,..,..,..,..,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,St. Lucia,LCA,6.239,6.666,6.712,6.84,6.947,7.028,7.084,7.123,7.16,7.205,7.263,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,St. Martin (French part),MAF,2.8,3.4,4,4,4,4.1,4.1,4.2,4.3,4.3,4.4,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,St. Vincent and the Grenadines,VCT,6.647,7.248,8.004,8.234,8.462,8.678,8.87,9.032,9.162,9.263,9.336,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Sudan,SDN,12.045,10.263,7.946,7.788,7.649,7.53,7.428,7.34,7.261,7.188,7.117,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Suriname,SUR,7.256,7.453,7.019,7.039,7.071,7.114,7.164,7.219,7.277,7.335,7.393,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Sweden,SWE,11.1,10.5,9.5,9.7,9.4,9.2,9.3,9.2,9.1,9.1,8.6,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Switzerland,CHE,9.5,8.7,7.8,8,8,7.8,8.2,7.8,7.9,7.9,7.9,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Syrian Arab Republic,SYR,4.509,3.719,4.878,5.229,5.51,5.697,5.771,5.726,5.584,5.373,5.112,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Tajikistan,TJK,11.425,8.511,5.643,5.542,5.435,5.322,5.201,5.078,4.961,4.856,4.767,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Tanzania,TZA,14.914,13.808,8.751,8.305,7.887,7.503,7.161,6.868,6.622,6.419,6.254,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Thailand,THA,5.707,6.877,7.213,7.241,7.279,7.327,7.389,7.467,7.559,7.666,7.786,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Timor-Leste,TLS,16.58,10.366,6.401,6.332,6.276,6.225,6.169,6.109,6.05,5.995,5.943,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Togo,TGO,11.973,12.756,9.826,9.514,9.244,9.02,8.841,8.695,8.568,8.446,8.324,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Tonga,TON,6.225,6.862,7.205,7.225,7.239,7.245,7.24,7.223,7.194,7.152,7.102,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Trinidad and Tobago,TTO,7.483,7.598,7.815,7.866,7.925,7.993,8.07,8.159,8.261,8.375,8.5,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Tunisia,TUN,6.275,5.53,6.241,6.274,6.294,6.301,6.298,6.287,6.274,6.262,6.257,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Turkey,TUR,8.247,6.466,5.619,5.547,5.484,5.436,5.404,5.39,5.394,5.412,5.443,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Turkmenistan,TKM,8.811,7.771,7.189,7.167,7.145,7.122,7.098,7.076,7.057,7.045,7.04,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Turks and Caicos Islands,TCA,..,..,..,..,..,..,..,..,..,..,..,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Tuvalu,TUV,..,..,..,..,..,..,..,..,..,..,..,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Uganda,UGA,18.012,16.511,9.114,8.605,8.138,7.716,7.345,7.031,6.769,6.554,6.381,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Ukraine,UKR,12.1,15.4,14.5,14.5,14.6,14.7,14.9,14.7,14.5,14.8,14.7,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,United Arab Emirates,ARE,2.562,1.869,1.382,1.369,1.363,1.366,1.377,1.398,1.429,1.47,1.521,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,United Kingdom,GBR,11.2,10.3,8.7,8.9,9,8.8,9.2,9.1,9.2,9.2,9,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,United States,USA,8.6,8.5,8.073,8.102,8.215,8.237,8.44,8.493,8.638,8.678,8.7,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Uruguay,URY,9.79,9.417,9.349,9.376,9.401,9.423,9.44,9.452,9.461,9.467,9.473,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Uzbekistan,UZB,6.1,5.5,4.9,4.9,4.8,4.9,4.9,4.9,5,4.7,4.6,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Vanuatu,VUT,7.117,6.118,5.529,5.527,5.514,5.489,5.45,5.396,5.334,5.266,5.197,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,"Venezuela, RB",VEN,5.027,5.09,5.676,5.822,5.997,6.197,6.408,6.619,6.814,6.982,7.118,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Vietnam,VNM,6.36,5.651,5.867,5.93,5.994,6.06,6.126,6.19,6.253,6.317,6.38,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Virgin Islands (U.S.),VIR,4.625,6,6.6,6.7,6.9,7.1,7.3,7.5,7.7,7.9,8.2,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,West Bank and Gaza,PSE,6.72,4.5,3.508,3.505,3.501,3.495,3.488,3.478,3.469,3.461,3.455,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,"Yemen, Rep.",YEM,11.833,8.894,6.094,6.03,5.992,5.974,5.969,5.972,5.978,5.983,5.983,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Zambia,ZMB,15.711,17.929,9.304,8.637,8.055,7.565,7.169,6.864,6.633,6.456,6.321,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Zimbabwe,ZWE,9.074,16.534,12.384,11.167,10.115,9.277,8.673,8.286,8.044,7.883,7.773,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Africa Eastern and Southern,AFE,15.355529850003,14.2485746828682,9.56119892105574,9.13892975432183,8.75795999299703,8.42227414383902,8.13377574059004,7.89373381949481,7.69145731275394,7.52145303932366,7.37664366982289,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Africa Western and Central,AFW,17.0133105290469,16.1317295761005,12.1439702873338,11.8181198581012,11.5035455315787,11.2010671802417,10.9126615978079,10.6424709649939,10.3936376135065,10.166491617488,9.96084288974752,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Arab World,ARB,7.97506623028402,6.44095895777416,5.6443593606356,5.60854769226916,5.57132790674537,5.53224587470371,5.49165646275366,5.4512005377043,5.41342922184408,5.38028807869718,5.35215719647343,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Caribbean small states,CSS,7.04776644470885,6.93970642570112,7.27175790425199,7.31663234354243,7.36113160043005,7.41773214103743,7.44826248841872,7.51322763418436,7.53914498085229,7.58948017385259,7.64449546315132,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Central Europe and the Baltics,CEB,11.1751433470436,11.0069233625195,11.3167231657085,11.4967288607324,11.4105615229753,11.375115818527,11.8380895973408,11.6171630592915,11.9764024346954,12.1174003213682,11.9818000612645,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Early-demographic dividend,EAR,9.78627287599957,8.01920983479188,6.87697940644874,6.79756753974278,6.73197823803637,6.68492112508254,6.65309820582098,6.63556036605929,6.63055354222993,6.62890103181913,6.63641083906077,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,East Asia & Pacific,EAS,6.87339779718728,6.65701902917111,7.07536102342514,7.08353559295971,7.08679756942884,7.08908965143013,7.07164744865045,7.07863060842974,7.11418541751874,7.14942273986666,7.15361692895174,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,East Asia & Pacific (excluding high income),EAP,6.94935466668627,6.64517471481701,6.96722570662998,6.9660428069395,6.96722929061463,6.96417221485403,6.9308603234234,6.92163854562469,6.94336182872883,6.9692629079658,6.96520858215398,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,East Asia & Pacific (IDA & IBRD countries),TEA,6.96583325979921,6.61409492783201,6.94504211414549,6.94448215393355,6.94591754146542,6.94263861415868,6.90808008129367,6.89762981771727,6.91833070009066,6.94306861490437,6.93757638170265,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Euro area,EMU,10.0046234364649,9.60272766513296,9.42000895189339,9.70283202741687,9.66563510108598,9.47487490880002,10.0613513828759,9.84171849857271,10.1174223936274,10.1383266659945,10.0293665087481,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Europe & Central Asia,ECS,10.2500974142247,11.0822237498793,10.2603137425823,10.3057124018577,10.2009864212061,10.0864817559419,10.3578560997885,10.1771639052876,10.2231059881257,10.2190797882269,10.0775963899902,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Europe & Central Asia (excluding high income),ECA,10.1054296836914,12.5879334781007,11.2678591891789,11.0667633702363,10.8555334158315,10.8427756578283,10.8004023820136,10.6522183648484,10.4492518388333,10.3955465231292,10.2381847016261,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Europe & Central Asia (IDA & IBRD countries),TEC,10.1230617319922,12.3104420404654,11.1563457937567,10.9939578540516,10.8087732099395,10.7740049133338,10.7862867820791,10.6295820291932,10.4848037219957,10.4595944085464,10.3061931009772,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,European Union,EUU,10.3224652809766,9.94507573044129,9.81314153971679,10.0685600809416,10.010462464139,9.85192619269938,10.3981599681162,10.1790541706053,10.463114938632,10.5122644260723,10.3907692251097,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Fragile and conflict affected situations,FCS,14.604397039204,13.2087038930547,10.0038262021927,9.75739018890712,9.52252647350219,9.30354833530105,9.09962998552413,8.91602144269981,8.74846178543832,8.59605905856399,8.45468897164972,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Heavily indebted poor countries (HIPC),HPC,16.3194656040024,14.0220578802483,9.511177081848,9.17278838530017,8.85926253867886,8.5718502293943,8.31265150113655,8.08279533076796,7.87969149008624,7.70066089931817,7.54273528984123,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,High income,HIC,8.72744847213872,8.45825840616301,8.33116421893099,8.45284078945082,8.47565467562525,8.40684545110229,8.70522607256576,8.65985066671458,8.8364940502014,8.88845572806914,8.85302476517637,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,IBRD only,IBD,8.2830122185932,7.70232840608313,7.32373556155919,7.27731030815419,7.23819702850833,7.21831245453788,7.19856323188613,7.1804081749312,7.18107774994861,7.20154974128678,7.19774928551874,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,IDA & IBRD total,IBT,9.36415902338089,8.62450191471795,7.70769054101314,7.62098526771031,7.54193464857202,7.48197838638884,7.42478244650344,7.37270246227327,7.3391059489554,7.32151296923294,7.29010028606854,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,IDA blend,IDB,13.1460236662941,12.5693637890658,9.84338497113721,9.61609572171301,9.39634970914868,9.20257206893576,9.01869064803805,8.85289333768462,8.7108850773747,8.56049068548779,8.43789127345175,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,IDA only,IDX,14.2182607737264,11.7672194375202,8.48136914668227,8.25130074494544,8.03531382367101,7.83858601223849,7.65769795688219,7.49550491510989,7.35195399751843,7.2237867777045,7.11086515010651,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,IDA total,IDA,13.8599125132495,12.0351644099131,8.93693394766266,8.70829293706329,8.49153602880055,8.29629707183458,8.11473078776888,7.95162507782783,7.80869424527779,7.67310510617068,7.55690100064158,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Late-demographic dividend,LTE,7.13871559840032,7.34464716605353,7.52084353251704,7.50700923649755,7.48995386439659,7.49226653850725,7.47390150482187,7.4530073901289,7.45441697246214,7.47938556631249,7.45280038949858,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Latin America & Caribbean,LCN,6.73427518650609,5.96646509303138,5.9754438607586,6.01387749357575,6.05613658117634,6.10547632580532,6.15244158903085,6.20958175144619,6.26530271758932,6.32098420168561,6.38157924030353,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Latin America & Caribbean (excluding high income),LAC,6.8276503635899,5.99037845436604,5.95914292528677,5.99164353990861,6.02719632143405,6.06607961367422,6.10734286767696,6.15249107780624,6.20002081088823,6.25219427997333,6.30783992261268,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Latin America & the Caribbean (IDA & IBRD countries),TLA,6.72281551615876,5.92802398102028,5.92379559805692,5.96032879676265,6.00129004356358,6.0469553012403,6.09509634688226,6.14696468519722,6.20009230231499,6.25610510736396,6.31409155977794,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Least developed countries: UN classification,LDC,14.9709336324294,12.2859660413093,8.66633846697745,8.40223604103905,8.15971256222957,7.93982304392438,7.74340767265081,7.57100423061141,7.41989951800201,7.28747289378679,7.1711541963554,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Low & middle income,LMY,9.36253143718453,8.63811077541116,7.70722902429358,7.61768347578315,7.53685621062041,7.4774430798133,7.41548434680137,7.36411648785286,7.32702230498808,7.30742613849995,7.27647602910725,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Low income,LIC,16.3297622317834,13.7194293212302,9.38738761494699,9.09723510560185,8.82911202427588,8.58169600619908,8.35533308192469,8.15042616896439,7.96490097328999,7.79651987107503,7.64279641432162,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Lower middle income,LMC,10.4946718838686,9.00070151873799,7.57635394110142,7.47512588835742,7.38721442057698,7.31654854784706,7.26104829075319,7.21461119737423,7.1824327555851,7.16321704315392,7.14980419724436,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Middle East & North Africa,MEA,7.11168272513539,5.53544395758443,5.03798680574758,5.02139265737687,5.00179840027176,4.98383193227435,4.96719523922838,4.94508091698554,4.92601745332847,4.90449403484474,4.89064910051268,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Middle East & North Africa (excluding high income),MNA,7.38560017071849,5.75214301822975,5.3386854927316,5.32734249763886,5.31292630620811,5.29531476660513,5.27495293494654,5.25180808847365,5.22744648313265,5.2035210275019,5.18020115414003,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Middle East & North Africa (IDA & IBRD countries),TMN,7.39147103593489,5.76538294836918,5.35990940390143,5.34861090678589,5.33420050861358,5.31657178499846,5.29616599450655,5.2729772766464,5.24849681315035,5.22456231468134,5.20120866032924,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Middle income,MIC,8.85042391509571,8.21311026123646,7.53962479143165,7.46806883321188,7.404431348056,7.36275281562687,7.31650282007905,7.28012033801176,7.25789199308676,7.25361250115545,7.23552906461876,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,North America,NAC,8.46993852014625,8.36260924204353,7.97615464802815,8.00193750689109,8.11334746165535,8.1430542183914,8.33565743086003,8.38304883327013,8.52288120396417,8.57833745925898,8.58695809403196,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Not classified,INX,..,..,..,..,..,..,..,..,..,..,..,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,OECD members,OED,8.53412844582853,8.13169751619083,8.04724042343726,8.1632500516698,8.19223016478054,8.13047081568439,8.40206377205553,8.3632974304243,8.52581933977589,8.57946700403141,8.55347590923081,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Other small states,OSS,10.2247591610476,10.9518143886294,8.82919463291099,8.51834133639996,8.21985303447858,7.96367607345478,7.7270780358337,7.55401821219127,7.39417437503802,7.28785402517757,7.17594139020376,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Pacific island small states,PSS,6.86800426612045,6.57941445371755,6.52579717015749,6.57628642134661,6.54361812569336,6.47974268778453,6.41107790303698,6.37757175927833,6.34056942471318,6.29402903306087,6.30314582762952,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Post-demographic dividend,PST,9.09489704346273,9.08381808744796,8.9704210053479,9.09391806785978,9.11963878632158,9.05886844390597,9.37537842563217,9.31952652635062,9.49374216648604,9.55451753135204,9.51657542979532,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Pre-demographic dividend,PRE,16.2529865881057,15.0132214346911,10.6155504718763,10.2596826991271,9.92315493389608,9.60883859751637,9.32013104258571,9.06070512563348,8.83007897516763,8.62644848645017,8.44775038672022,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Small states,SST,9.24770991283942,9.78843580537058,8.3856645600773,8.17165489769764,7.95698714373704,7.77184653551351,7.59731404167671,7.47703061289057,7.3583215932758,7.28344847256291,7.20774580638098,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,South Asia,SAS,10.8287743961956,8.56050336132048,7.22691464560266,7.14509466233992,7.08116230068137,7.03642293680697,7.00988694698267,6.99955432065381,7.00086406205943,7.00944163048356,7.0238210614027,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,South Asia (IDA & IBRD),TSA,10.8287743961956,8.56050336132048,7.22691464560266,7.14509466233992,7.08116230068137,7.03642293680697,7.00988694698267,6.99955432065381,7.00086406205943,7.00944163048356,7.0238210614027,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Sub-Saharan Africa,SSF,16.0219713865868,15.0049034225032,10.6031777869677,10.2198096213468,9.8655751187516,9.54325410943978,9.25483047783274,9.00274265862718,8.7818622918612,8.58903875050162,8.41996124696507,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Sub-Saharan Africa (excluding high income),SSA,16.0231069485958,15.0059040622098,10.6034424897389,10.2200809677425,9.86575307802928,9.54340905955499,9.25499517570276,9.00284477202186,8.78195190960045,8.58904674102823,8.41998946752578,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Sub-Saharan Africa (IDA & IBRD countries),TSS,16.0219713865868,15.0049034225032,10.6031777869677,10.2198096213468,9.8655751187516,9.54325410943978,9.25483047783274,9.00274265862718,8.7818622918612,8.58903875050162,8.41996124696507,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Upper middle income,UMC,7.15090518526167,7.33093440818289,7.49419962417765,7.45928151856934,7.42601232190021,7.42105393838014,7.38696828574382,7.36394086754954,7.35509649044822,7.37094219334712,7.34771128604001,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,World,WLD,9.22577824598941,8.59246695344514,7.80212919583312,7.7476338276426,7.68393766448046,7.62318956303103,7.61971972851221,7.56924130304754,7.56590420585801,7.55692679812565,7.52427010891357,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Afghanistan,AFG,48.88,48.021,38.75,37.69,36.67,35.706,34.809,33.981,33.211,32.487,31.802,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Albania,ALB,24.867,16.436,12.1,12.197,12.257,12.259,12.197,12.08,11.934,11.78,11.62,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Algeria,DZA,32.13,19.554,24.934,25.246,25.451,25.538,25.481,25.25,24.846,24.282,23.583,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,American Samoa,ASM,..,..,..,..,..,17.5,..,..,16.6,..,..,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Andorra,AND,11.9,11.3,..,9.5,..,..,..,8.8,..,7.2,7,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Angola,AGO,50.383,48.15,45.102,44.493,43.847,43.182,42.52,41.882,41.281,40.729,40.232,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Antigua and Barbuda,ATG,18.659,19.84,16.396,16.272,16.152,16.026,15.883,15.717,15.53,15.327,15.107,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Argentina,ARG,22.226,19.499,18.055,17.949,17.831,17.698,17.548,17.383,17.205,17.021,16.833,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Armenia,ARM,21.768,12.91,15.297,15.232,15.125,14.979,14.795,14.568,14.298,13.987,13.646,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Aruba,ABW,19.571,14.173,11.123,11.09,11.111,11.179,11.281,11.404,11.532,11.652,11.756,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Australia,AUS,15.4,13,13.6,13.7,13.3,13.2,12.9,12.9,12.6,12.6,12.1,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Austria,AUT,11.8,9.8,9.3,9.4,9.4,9.6,9.8,10,10,9.7,9.6,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Azerbaijan,AZE,25.9,14.5,19.2,18.8,18.3,17.9,17.2,16.3,14.6,14,14.1,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,"Bahamas, The",BHS,23.892,17.609,14.855,14.659,14.485,14.34,14.224,14.131,14.049,13.968,13.882,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Bahrain,BHR,29.217,21.722,16.271,16.005,15.727,15.426,15.096,14.738,14.365,13.99,13.622,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Bangladesh,BGD,35.099,27.493,20.657,20.245,19.862,19.501,19.156,18.824,18.501,18.184,17.868,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Barbados,BRB,15.988,13.934,11.489,11.259,11.067,10.916,10.806,10.732,10.683,10.648,10.621,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Belarus,BLR,14,9.4,11.5,12.2,12.5,12.5,12.5,12.4,10.8,9.9,9.3,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Belgium,BEL,12.4,11.4,11.7,11.5,11.3,11.2,10.8,10.8,10.5,10.4,10.1,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Belize,BLZ,35.862,29.868,23.044,22.717,22.395,22.067,21.733,21.4,21.081,20.786,20.51,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Benin,BEN,46.029,42.371,38.945,38.591,38.219,37.831,37.432,37.027,36.621,36.221,35.831,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Bermuda,BMU,14.6,13.5,10.4,10,10.4,10.5,9.4,9.6,9.3,8.3,8.3,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Bhutan,BTN,38.163,27.066,18.913,18.514,18.201,17.965,17.783,17.625,17.459,17.259,17.012,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Bolivia,BOL,35.336,30.314,24.548,24.1,23.661,23.233,22.821,22.433,22.076,21.75,21.455,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Bosnia and Herzegovina,BIH,14.844,10.983,9.188,9.087,8.963,8.818,8.655,8.477,8.293,8.111,7.938,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Botswana,BWA,34.932,29.302,27.754,27.524,27.231,26.87,26.44,25.943,25.396,24.821,24.234,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Brazil,BRA,24.844,20.119,15.11,14.93,14.772,14.624,14.472,14.307,14.125,13.924,13.703,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,British Virgin Islands,VGB,..,..,..,..,..,..,..,..,..,..,..,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Brunei Darussalam,BRN,29.401,22.679,17.294,17.221,17.052,16.765,16.365,15.882,15.376,14.896,14.459,..
